Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,linkage_mode,analytical_purpose,primary_domain
2023/277,Bacton to Walcott Sandscaping Scheme: Socio-economic Impact Assessment,"Peter O'Donovan, Simetrica
Edward Dallas, Simetrica
Rafael Mellafe Plaza, Simetrica",Digital Economy Act (2017),"Institute for Economic and Social Research: Understanding Society - UK
Office for National Statistics: Annual Population Survey - UK",Office for National Statistics Secure Research Service,2023-11-07,2023/277,2023,2023Q4,Q4 2023,"Environment & Agriculture; Poverty, Inequality & Living Standards",Cross-Domain Linkage,Policy Evaluation / Impact Analysis,Environment & Agriculture
2023/262,To quantify the Annual Recruitment Requirement in the construction industry,"Tzu-Hao Liao, Experian
Nathan Redsull, Experian",Digital Economy Act (2017),Office for National Statistics: Labour Force Survey Person - UK,Office for National Statistics Secure Research Service,2023-10-26,2023/262,2023,2023Q4,Q4 2023,Labour Market & Employment,Single-Dataset,Descriptive Monitoring,Labour Market & Employment
2023/261,Analysis of distributional consequences and considerations for Monetary Policy,"May Rostom, Bank of England
Jamie Lenney, Bank of England
Andrea Alati, Bank of England
Alberto Polo, Bank of England
Daniel Albuquerque, Bank of England",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - UK, Annual Survey of Hours and Earnings - UK, Business Register Employment Survey - UK, Living Costs and Food Survey - UK, Business Insights and Conditions Survey - UK, Annual Survey of Hours and Earnings Longitudinal - UK, Wealth and Assets Survey - Great Britain, Vacancy Survey - UK, Consumer and Retail Price Index - UK, Labour Force Survey Person - UK, Business Structure Database - UK
Institute for Economic and Social Research: Understanding Society - UK
Office for National Statistics, University of Oxford, NHS England: COVID-19 Infection Survey linked to Combined Vaccination - UK
DWP: Family Resources Survey - UK
Bank of England: Decision Maker Panel - UK",Office for National Statistics Secure Research Service,2023-10-26,2023/261,2023,2023Q4,Q4 2023,"Public Finance & Taxation; Poverty, Inequality & Living Standards",Multi-Domain Linkage,Inequality / Disparities Analysis,Public Finance & Taxation
2023/256,Pay determination and labour market outcomes in the UK: The influence of imports from low-wage countries,"Rebecca Riley, Kings College London
Francesca Foliano, University College London",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings, Business Structure Database,
New Earnings Survey Panel Dataset,  Quarterly Labour Force Survey, Quarterly Labour Force Survey, Quarterly Labour Force Survey",UK Data Service,2023-10-17,2023/256,2023,2023Q4,Q4 2023,Labour Market & Employment,Within-Domain Linkage,Outcome Tracking,Labour Market & Employment
2023/172,Measuring digital innovation,"Diane Coyle, University of Cambridge
Kieran Lind, ONS
Manuel Tong Koecklin, University of Sussex",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - GB, Annual Respondents Database x - UK, E-commerce and Digital Economy Survey - UK, Bespoke Management and Expectations Survey, International Trade in Services - UK, Business Enterprise Research and Development - Great Britain, Investment in Intangible Assets Survey - UK
DBT: UK Innovation Survey",Office for National Statistics Secure Research Service,2023-09-19,2023/172,2023,2023Q3,Q3 2023,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,Business & Productivity
2023/211,ESCOE: ESCoE: Local Consumption and National Sustainable Well-being,"Peter Levell, Institute for Fiscal Studies
Martin Weale, University of London - Kings College
Lars Nesheim, University College London
Gautam Vyas, Institute for Fiscal Studies",Digital Economy Act (2017),"Office for National Statistics: Annual Population Survey - UK, Labour Force Survey Person - UK, Living Costs and Food Survey - UK
Institute for Economic and Social Research: Understanding Society - UK",Office for National Statistics Secure Research Service,2023-09-27,2023/211/b,2023,2023Q3,Q3 2023,"Poverty, Inequality & Living Standards",Within-Domain Linkage,Descriptive Monitoring,"Poverty, Inequality & Living Standards"
2023/242,Coastal Erosion and Floods and the wellbeing of communities,"Naike Santangelo, Simetrica
Edward Dallas, Simetrica
Eleni Mataragka, Simetrica
Augustin Lagarde, Simetrica",Digital Economy Act (2017),"Institute for Economic and Social Research: Understanding Society - UK
Office for National Statistics: Annual Population Survey - UK",Office for National Statistics Secure Research Service,2023-12-04,2023/242,2023,2023Q4,Q4 2023,Environment & Agriculture; Housing & Planning,Cross-Domain Linkage,Outcome Tracking,Environment & Agriculture
2023/248,The Health Effects of Sure Start Children's Centres,"Sarah Cattan, Institute for Fiscal Studies
Christine Farquharson, Institute for Fiscal Studies
Clara Von Bismarck-Osten, Institute for Fiscal Studies",Digital Economy Act (2017),Office for National Statistics: Labour Force Survey Household - UK,UK Data Service,2023-12-21,2023/248,2023,2023Q4,Q4 2023,Health & Social Care; Education & Skills,Single-Dataset,Policy Evaluation / Impact Analysis,Health & Social Care
2023/285,Economic Impact of Support to Businesses Delivered by Laboratories Funded by the National Measurement System (NMS) Programme,"Prabhat Vaze, Belmana
Solomon Olakojo, National Physical Laboratory
Shrishti Kajaria, Belmana
Chayenne Mosk, Belmana
Carolin Ioramashvili, University of Sussex",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database - UK, Annual Business Survey - GB, Annual Survey of Hours and Earnings - UK, Annual Respondents Database x - UK, Business Enterprise Research and Development - Great Britain",Office for National Statistics Secure Research Service,2023-12-01,2023/285,2023,2023Q4,Q4 2023,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,Business & Productivity
2023/294,Socio-demographic inequalities and the role of contextual factors in shaping housing trajectories of immigrants and their descendants in England and Wales,"Parth Pandya, University of St Andrews
Hill Kulu, University of St Andrews",Digital Economy Act (2017),Office for National Statistics: ONS Longitudinal Study - England and Wales,Office for National Statistics Secure Research Service,2023-11-23,2023/294,2023,2023Q4,Q4 2023,"Housing & Planning; Migration & Demographics; Poverty, Inequality & Living Standards",Single-Dataset,Life-Course / Trajectory Analysis; Inequality / Disparities Analysis,Housing & Planning
2023/295,Examination of the effects of headquartering on innovation statistics,"Stuart David Thompson, Innovate UK
James Currer, Innovate UK",Digital Economy Act (2017),"DBT: UK Innovation Survey
Office for National Statistics: Business Structure Database - UK, Business Register Employment Survey - UK",Office for National Statistics Secure Research Service,2023-11-23,2023/295,2023,2023Q4,Q4 2023,Business & Productivity,Within-Domain Linkage,Methodological / Infrastructure Research,Business & Productivity
2023/296,Green financial instability and firm choices,"Weiwei Bendixen, University of London - Queen Mary",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - GB, Low Carbon and Renewable Energy Economy Survey - UK",Office for National Statistics Secure Research Service,2023-12-01,2023/296,2023,2023Q4,Q4 2023,Business & Productivity; Environment & Agriculture,Within-Domain Linkage,Outcome Tracking,Business & Productivity
2023/297,"Regional Inequality, Area Effects and Worker Characteristics in the UK","Jamie Smith, The University of Edinburgh",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings - UK, Annual Survey of Hours and Earnings Longitudinal - UK",Office for National Statistics Secure Research Service,2023-12-11,2023/297,2023,2023Q4,Q4 2023,"Labour Market & Employment; Poverty, Inequality & Living Standards",Within-Domain Linkage,Inequality / Disparities Analysis,Labour Market & Employment
2023/298,Differences in intergenerational social mobility over time and by protective Characteristics,"Gueorguie Vassilev, ONS
William King, ONS
Iva Spakulova, ONS",Digital Economy Act (2017),Office for National Statistics: ONS Longitudinal Study - England and Wales,Office for National Statistics Secure Research Service,2023-12-15,2023/298,2023,2023Q4,Q4 2023,"Poverty, Inequality & Living Standards",Single-Dataset,Life-Course / Trajectory Analysis; Inequality / Disparities Analysis,"Poverty, Inequality & Living Standards"
2023/299,Changes in the employment structure of UK labour market and its effect on firms´ performance,"Dev Vencappa, The University of Manchester
Huma Javaid, The University of Manchester
Xiaoxiao Yu, The University of Manchester
Mabel Sanchez Barrioluengo, The University of Manchester
Silvia Massini, The University of Manchester",Digital Economy Act (2017),"Office for National Statistics: Annual Respondents Database 2 - UK, Annual Survey of Hours and Earnings - UK, Business Structure Database - UK
DBT: Workplace Employment Relations Survey - Great Britain
Department For Education: Employer Skills Survey and Investment in Training - UK",Office for National Statistics Secure Research Service,2023-12-15,2023/299,2023,2023Q4,Q4 2023,Labour Market & Employment; Business & Productivity,Cross-Domain Linkage,Outcome Tracking,Labour Market & Employment
2023/300,"The Impact of Higher Education Expansion on Overeducation, Labour Market Outcomes and Income Distribution in the UK","Zhenlan Yao, University of Dundee
Daniel Borbely, University of Dundee
Ross McKenzie, University of Dundee
Yu Zhu, University of Dundee",Digital Economy Act (2017),"Office for National Statistics: Labour Force Survey Household - UK, Labour Force Survey Longitudinal - UK, Labour Force Survey Person - UK
Institute for Economic and Social Research: Understanding Society - UK",Office for National Statistics Secure Research Service,2023-12-18,2023/300,2023,2023Q4,Q4 2023,Labour Market & Employment; Education & Skills,Within-Domain Linkage,Policy Evaluation / Impact Analysis,Labour Market & Employment
2023/301,Innovation and Firms' Use of Trade Secrets,"Virag Patel, Intellectual Property Office",Digital Economy Act (2017),DBT: UK Innovation Survey,Office for National Statistics Secure Research Service,2023-12-18,2023/301,2023,2023Q4,Q4 2023,Business & Productivity,Single-Dataset,Descriptive Monitoring,Business & Productivity
2023/303,An investigation of non-completions in apprenticeships,"Jack Worth, National Foundation for Educational Research
Luke Bocock, National Foundation for Educational Research
Jenna Julius, National Foundation for Educational Research
Dawson McLean, National Foundation for Educational Research
Juan Del Pozo Segura, National Foundation for Educational Research",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2023-12-19,2023/303,2023,2023Q4,Q4 2023,Education & Skills,Single-Dataset,Outcome Tracking,Education & Skills
2023/304,Where have all the workers gone in Sick Britain? Generating insights based on data from the social security system.,"Sharon Stevelink, University of London - Kings College",Digital Economy Act (2017),Office for National Statistics: 2011 Census linked to Benefits and Income - England and Wales,Office for National Statistics Secure Research Service,2024-01-16,2023/304,2024,2024Q1,Q1 2024,"Labour Market & Employment; Health & Social Care; Poverty, Inequality & Living Standards",Cross-Domain Linkage,Descriptive Monitoring,Labour Market & Employment
